municipio,num,nome,partidocoligacao,votacao,validos,state,segundo_turno
SANTA ISABEL,10,FABIA PORTO,PRB/PRB / PSL / PSC / PMB / PTC / PV / SD / PROS / PTB / PEN,15541,53.37%,São paulo,false
SANTA LÚCIA,22,LUIZINHO NOLI,PR/PR / PTB / PRB / PHS / PEN / PT / PPS / PSC,4436,75.67%,São paulo,false
SANTA MARIA DA SERRA,77,NARCISO BISTAFA,SD/PR / PSDB / PSD / SD / PTB,2378,68.35%,São paulo,false
SANTA MERCEDES,43,DONIZETE (CHEGADO),PV/PV / PMDB / PSD,874,39.89%,São paulo,false
SANTANA DA PONTE PENSA,45,ZECA DE MELO,PSDB/PSDB / PTB / PP / DEM / PSD / SD / PSC,810,54.47%,São paulo,false
SANTANA DE PARNAÍBA,45,ELVIS CEZAR,PSDB/PSDB / PRB / PROS / PHS / PR / PSC / PTN / SD / PPL / PTC / PRTB,38185,63.65%,São paulo,false
SANTA RITA D'OESTE,40,ALAOR,PSB/PTB / PSB / PP / PMDB / PDT / DEM / SD / PPS / PSDB,876,41.81%,São paulo,false
SANTA RITA DO PASSA QUATRO,45,LEANDRO PILHA,PSDB/PMDB / PRB / PTN / PV / PPS / PSDB,8003,55.17%,São paulo,false
SANTA ROSA DE VITERBO,25,NANDO,DEM/DEM / PMDB / PTB / PPS / PHS / PSB,7776,54.91%,São paulo,false
SANTA SALETE,55,TUIM DA FARMÁCIA,PSD/PSD / PSB / PV,1083,65.48%,São paulo,false
SANTO ANASTÁCIO,15,ROBERTO VOLPE,PMDB/PMDB / PSB / PRB / PEN / PSL / SD / PPS / PP / PSC,6275,53.88%,São paulo,false
SANTO ANDRÉ,45,PAULO SERRA,PSDB/PSDB / PTB / REDE / PV / PHS,119540,35.85%,São paulo,true
SANTO ANDRÉ,13,CARLOS GRANA,PT/PT / PMB / PDT / PSD / PROS / PSC / PR / PC do B / PT do B / PSL / PTN,67628,20.28%,São paulo,true
SANTO ANTÔNIO DA ALEGRIA,15,JOÃO BATISTA MATEUS,PMDB/PMDB / PTB / PP / PR / PPS / PSB / PRP / PEN / SD / PROS,3102,61%,São paulo,false
SANTO ANTÔNIO DE POSSE,55,BERTINHO DA GRIMALDI,PSD/PSD / PSDB / PPS / PMDB / PTB / PP / PSC / PC do B / PTN / PHS / PMB / PROS,6493,49.29%,São paulo,false
SANTO ANTÔNIO DO ARACANGUÁ,25,RODRIGO SANTANA,DEM/PTB / PPS / DEM / PSB / PSDB / PSD / PROS,2968,53.05%,São paulo,false
SANTO ANTÔNIO DO JARDIM,55,GILMAR PEZOTTI,PSD/PTB / PSC / PPS / PSB / PSD,2074,48.69%,São paulo,false
SANTO ANTÔNIO DO PINHAL,55,JUNIOR ADVOGADO,PSD/PP / PT / PTB / PSC / PPS / PSD,2708,60.58%,São paulo,false
SANTO EXPEDITO,15,VANDI,PMDB/PMDB / PT / PRB / PV / DEM,1245,52.35%,São paulo,false
SANTÓPOLIS DO AGUAPEÍ,43,LOI,PV/PV / DEM / PSDB,2343,1%,São paulo,false
SANTOS,45,PAULO ALEXANDRE BARBOSA,PSDB/PSDB / PMDB / PPL / PSB / PR / PT do B / PSD / PTB / PP / PSC / PEN / PRB / PTC / SD / PV / PTN,172215,77.74%,São paulo,false
SÃO BENTO DO SAPUCAÍ,43,RONALDO VENÂNCIO,PV/PTB / PP / PMDB / PR / PHS / PSB / PV / PEN,3386,50.51%,São paulo,false
SÃO BERNARDO DO CAMPO,45,ORLANDO MORANDO,PSDB/REDE / PEN / PHS / PMB / PRP / PRTB / PSC / PSDB / SD,169310,45.07%,São paulo,true
SÃO BERNARDO DO CAMPO,23,ALEX MANENTE,PPS/PPS / PRB / PMN / DEM / PTB / PV / PPL,106726,28.41%,São paulo,true
SÃO CAETANO DO SUL,45,AURICCHIO,PSDB/PSDB / PPS / PSB / PSDC / PSD / PSL,32067,34.34%,São paulo,false
SÃO CARLOS,40,AIRTON GARCIA,PSB/PSB / PSC / PMB / PRTB / PRP / PSD / PPS / PTC / PP / PROS / PTN / PEN,48951,39.63%,São paulo,false
SÃO FRANCISCO,55,MAURICIO,PSD/PRB / PP / DEM / PSB / PV / PEN / PSD / PSDB,1204,54.6%,São paulo,false
SÃO JOÃO DA BOA VISTA,15,VANDERLEI,PMDB/PMDB / PSDB / PDT / DEM / PV / PRP / PC do B / PR / PP / PMB / PRB,21912,50.47%,São paulo,false
SÃO JOÃO DAS DUAS PONTES,22,ZÉ BARUCI,PR/PSB / PR / DEM / SD / PMDB / PSDB / PTB / PRB / PPS,1352,64.69%,São paulo,false
SÃO JOÃO DE IRACEMA,25,LUCIANA,DEM/DEM / PSDB / PPS,923,57.22%,São paulo,false
SÃO JOÃO DO PAU D'ALHO,43,FERNANDO,PV/PV,1088,61.85%,São paulo,false
SÃO JOAQUIM DA BARRA,23,DR. MARCELO MIAN,PPS/PPS / PSDB / PP / PC do B / PRP / PSC / PEN / PTB / DEM,14819,56.62%,São paulo,false
SÃO JOSÉ DA BELA VISTA,14,CELINHA FERRACIOLI,PTB/PTB / PMDB / PHS / PSC / PSD / DEM,2115,76.11%,São paulo,false
SÃO JOSÉ DO BARREIRO,15,LÊ BRAGA,PMDB/PMDB / PR / PDT / PSD / DEM,1556,52.09%,São paulo,false
SÃO JOSÉ DO RIO PARDO,40,DR ERNANI,PSB/PSB / PV / PEN / PSL / PTN,11146,43.35%,São paulo,false
SÃO JOSÉ DO RIO PRETO,15,EDINHO ARAÚJO,PMDB/PMDB / PRB / PPS / PSL / PV / PRP / PTN / PMB / PTC / PSD / PROS / SD / PTB,113377,52.26%,São paulo,false
SÃO JOSÉ DOS CAMPOS,45,FELÍCIO RAMUTH,PSDB/PSDB / PSB / PSC / PROS / PMDB / PTB / PT do B,219511,62.22%,São paulo,false
SÃO LOURENÇO DA SERRA,77,ARIZINHO,SD/SD / DEM / PTN / PEN / PC do B / PT / PSD,4513,48.29%,São paulo,false
SÃO LUÍS DO PARAITINGA,45,ANA LUCIA,PSDB/PSC / PHS / PSB / PSDB / PPS / PV / PP / PSD,4580,59.2%,São paulo,false
SÃO MANUEL,23,RICARDO SALARO,PPS/PPS / PSDB / PRB / PRP / SD,15223,66.83%,São paulo,false
SÃO MIGUEL ARCANJO,11,PAULO OREIA,PP/PP / PDT / PMDB / PV / PSD,8183,45.95%,São paulo,false
SÃO PAULO,45,JOÃO DORIA,PSDB/PSDB / PPS / PV / PSB / DEM / PMB / PHS / PP / PSL / PT do B / PRP / PTC / PTN,3085187,53.29%,São paulo,false
SÃO PEDRO,55,HELINHO ZANATTA,PSD/PRB / PP / PDT / PMDB / PSL / PTN / PSC / PR / PPS / DEM / PSB / PRP / PEN / PSD / PC do B / PROS / SD,13974,77.92%,São paulo,false
SÃO PEDRO DO TURVO,22,MARQUINHO PINHEIRO,PR/PR / PSD / PEN / PMDB / PPS / PRP / PSDB / PTB / PV / PP,2842,60.49%,São paulo,false
SÃO ROQUE,45,CLAUDIO GÓES,PSDB/PSDB / PDT / REDE / PTN / PSDC / PSD / PC do B,23907,59.8%,São paulo,false
SÃO SEBASTIÃO,45,FELIPE AUGUSTO,PSDB/PSDB / REDE / PSB / PR / SD / PEN / PSD / PV / PSL / PC do B / PMN,19924,83.2%,São paulo,false
SÃO SEBASTIÃO DA GRAMA,23,DR. RICARDO,PPS/PPS / PSB / PSD,3504,51.5%,São paulo,false
SÃO SIMÃO,25,MARQUINHOS KAJURU,DEM/DEM / PMDB / PSL / PSD / PEN / SD / PDT / PT / PSB / PR / PTB / PPS,4770,1%,São paulo,false
SÃO VICENTE,15,PEDRO GOUVÊA,PMDB/PMDB / PSDB / PP / PPS / PSDC / PRTB / PHS / PMN / PMB / PSB / PV / PRP / PEN / PPL / PROS,87365,50.46%,São paulo,false
SARAPUÍ,15,ÉLITO,PMDB/PMDB / PSC / SD / PSD / PTB,3138,56.59%,São paulo,false
SARUTAIÁ,14,ISNAR,PTB/PSD / PSB / PV / DEM / PDT / PTB / PSC,1469,53.99%,São paulo,false
SEBASTIANÓPOLIS DO SUL,40,OTAMIR,PSB/PMDB / SD / PSB / PRB / PP / PSC,1083,1%,São paulo,false
SERRA AZUL,23,GUTO,PPS/PPS / PSDB / PSD / PV,3431,60.39%,São paulo,false
SERRANA,45,VALERIO,PSDB/PSDB / PTB / PRB / PR / DEM / SD,13186,53.72%,São paulo,false
SERRA NEGRA,25,SIDNEY,DEM/DEM / PMB / PSC / PPS / PT do B / PTC / PSB / PSL,7089,45.41%,São paulo,false
SERTÃOZINHO,45,ZEZINHO GIMENEZ,PSDB/PSDB / PSL / PV / PP / PTB / PRP / PPS / PSD / PROS / PR / PDT / DEM / PHS / SD,35256,59.02%,São paulo,false
SETE BARRAS,15,DEAN MARTINS,PMDB/PMDB / PTB / PT / PTN / PC do B,4032,73.62%,São paulo,false
SEVERÍNIA,40,CELSO DA USINA,PSB/PSB / PRP / PTB / PSL / PSC,4220,41.07%,São paulo,false
SILVEIRAS,45,GUILHERME,PSDB/PSDB / PMDB / PP / PRB / PSB / PSD / PTB,2891,67.4%,São paulo,false
SOCORRO,14,ANDRÉ BOZOLA,PTB/PTB / PR / DEM / SD / PPS / PTN / PEN / PSD / PMB / PMDB / PRB / PP / PDT / PT / PSC / PSB / PC do B,14279,68.64%,São paulo,false
SOROCABA,25,CRESPO,DEM/PDT / PTB / PMDB / PTN / PPS / DEM / PMB / PTC / PV / SD / PSB / PSD / PP,133767,45.18%,São paulo,true
SOROCABA,50,RAUL MARCELO,PSOL/PSOL,74001,25%,São paulo,true
SUD MENNUCCI,15,JULIÃO,PMDB/PDT / PHS / PV / PPS / PT / PMDB,2712,50.22%,São paulo,false
SUMARÉ,23,LUIZ DALBEN,PPS/PPS / PSL / PTC / PT do B / PC do B / PROS / PMDB / PMN / PRP / PHS / PRB / PEN / SD,50624,42.97%,São paulo,false
SUZANÁPOLIS,45,VIDOTTI,PSDB/PSDB / PR / PTB / PSD / PMDB,1562,62.23%,São paulo,false
SUZANO,22,RODRIGO ASHIUCHI,PR/PDT / PHS / PTN / PEN / PC do B / PR / PRP / PT do B / SD / PSL,43983,31.49%,São paulo,true
SUZANO,14,LACERDA,PTB/PTB / PPL / PSB / PMN / PMB / PROS / PSDC / PV / PPS,38936,27.87%,São paulo,true
TABAPUÃ,15,FELICIDADE,PMDB/PMDB / PTB / PSD / DEM / PR / PEN / PTN,5029,68.19%,São paulo,false
TABATINGA,25,DR. EDUARDO,DEM/DEM / PSDB / PPS / PP / PV,3945,46.65%,São paulo,false
TABOÃO DA SERRA,45,FERNANDO FERNANDES,PSDB/PRB / PSC / PR / DEM / PSDB / PPS / SD / PTB,67643,53.77%,São paulo,false
TACIBA,43,ALAIR,PV/PV / DEM / PP / PSB / PT / PDT / PSL / PRB,2619,60.7%,São paulo,false
TAGUAÍ,14,JAIR CARNIATO,PTB/PTB / PRB / PP / PMDB / PV / PPS / PSDB / PROS,5595,86.5%,São paulo,false
TAIAÇU,15,SUELI BIANCARDI,PMDB/PP / PMDB / PSB / PSD / PSDB,1982,49.05%,São paulo,false
TAIÚVA,14,KIKO,PTB/PTB / PMDB / PT / DEM / PV / PSD / SD,2255,60.65%,São paulo,false
TAMBAÚ,55,RONI ASTORFO,PSD/PSD / PSL / PSC / PDT / PT / PTB / PMDB / PPS / PEN / PC do B / PROS,9023,72.38%,São paulo,false
TANABI,40,NORAIR,PSB/PSB / PSDB / PTN / PMDB / DEM / PTB / PMB,6803,45.35%,São paulo,false
TAPIRAÍ,45,ALVINO,PSDB/PSDB / PMDB / DEM / PV,2196,46.01%,São paulo,false
TAPIRATIBA,23,TILIZA,PPS/PPS / PMB / PSD / PRB / PSB / SD,4581,59.59%,São paulo,false
TAQUARAL,14,LAÉRCIO,PTB/PTB / PSDB / PPS / PSB,802,40.63%,São paulo,false
TAQUARITINGA,55,VANDERLEI MARSICO,PSD/SD / DEM / PSDB / PSD,9754,35.44%,São paulo,false
TAQUARITUBA,45,BOLA,PSDB/PPS / DEM / PSB / PV / PSDB / SD / PTB,7434,52.21%,São paulo,false
TAQUARIVAÍ,45,CECÉ,PSDB/PSDB / DEM / PSB / SD,2000,52.77%,São paulo,false
TARABAI,55,ROQUE DA FARMACIA,PSD/PSD / SD / PSB / PR / PT / PV / PEN / PROS / PTN,3335,72.82%,São paulo,false
TARUMÃ,45,OSCAR,PSDB/PSDB / PSB / PV / PC do B / PP / SD / DEM / PRB / PSC / PROS / PPS,4895,52.71%,São paulo,false
TATUÍ,45,MARIA JOSE GONZAGA,PSDB/PSDB / PP / PTB / PSL / PTN / PR / PSDC / PMN / PV / PRP / PEN,29465,51.38%,São paulo,false
TAUBATÉ,23,POLLYANA GAMA,PPS/PRB / PSL / PTN / PPS / PV / PC do B,36006,49.14%,São paulo,true
TAUBATÉ,15,SAUD,PMDB/PMDB / PTC / PEN / PT do B,23742,32.4%,São paulo,true
TEJUPÁ,14,PEDRÃO DO BILO,PTB/PSDB / PP / PSD / PDT / DEM / PTN / PTB / SD,1894,56.86%,São paulo,false
TEODORO SAMPAIO,40,CESAR HERLING,PSB/PP / PR / PPS / PSB / PV / PSDB / PDT,7726,60.68%,São paulo,false
TERRA ROXA,15,QUITO,PMDB/PP / PDT / PMDB / PTN / PSC / PHS / DEM / PV / PRP / PSD / PSDB / SD,3277,59.76%,São paulo,false
TIETÊ,45,VLAMIR SANDEI,PSDB/PSDB / PSL / PT do B / PTB / PHS / PV,9785,46.58%,São paulo,false
TIMBURI,15,PAULINHO,PMDB/PMDB / PTB / PT,1275,62.99%,São paulo,false
TORRE DE PEDRA,14,EMERSON MOTA,PTB/PTB / PPS / PSDB / PSB / SD,1186,53.33%,São paulo,false
TORRINHA,43,RONALDO GASPARELO,PV/PV / PTB / DEM / PSB / PPS,3144,56.06%,São paulo,false
TRABIJU,15,JUCA,PMDB/PMDB / PV / PSDB,870,59.51%,São paulo,false
TREMEMBÉ,40,MARCELO VAQUELI,PSB/PSB / PSD / PSDB / PP / PDT / PV / PRB / PEN / PR / DEM / PTB / PHS / PSDC / PSL / PTC / PT do B / PROS / SD,9298,51.89%,São paulo,false
TRÊS FRONTEIRAS,45,BIM BELÃO,PSDB/PPS / PRB / PROS / SD / PSDB / PT / PTB,2398,59.42%,São paulo,false
TUIUTI,25,NANDE,DEM/DEM / PSD / PSB / PMB / PMDB / PP,2040,45.23%,São paulo,false
TUPÃ,43,RICARDO LAJES TAMOYO,PV/PV / PSD,13622,64.62%,São paulo,false
TUPI PAULISTA,25,LÊ,DEM/DEM / PDT / PMDB / PR / PRB / PSD / PSDB / PT / PTB / PV / PEN / PSB / PP / PSL,7225,1%,São paulo,false
TURIÚBA,15,NANDÃO,PMDB/PMDB / PPS / PTN,849,53.94%,São paulo,false
TURMALINA,14,FERNANDA,PTB/PTB / PSDB / PSD / SD,920,51.66%,São paulo,false
UBARANA,25,JOÃO DA FARMACIA,DEM/PP / PPS / DEM / SD,2177,59%,São paulo,false
UBATUBA,55,SATO,PSD/PMB / PRB / PHS / PRP / PSD / PP,14243,36.41%,São paulo,false
UBIRAJARA,55,ZICA,PSD/PSD / PTB / PR / PDT / PP / PRB / PPS,1972,53.38%,São paulo,false
UCHOA,45,PROF. WILL,PSDB/PSDB / PV / PSD / DEM / PDT,3378,51.75%,São paulo,false
UNIÃO PAULISTA,40,CLEUSA,PSB/PSB / PTB / PMDB / PV,702,77.91%,São paulo,false
URÂNIA,45,MARCIO ARJOL,PSDB/PTB / PR / DEM / PSDB / PEN,2702,50.86%,São paulo,false
URU,45,DITÃO,PSDB/PSDB / PMDB / PR / DEM,666,50.15%,São paulo,false
URUPÊS,14,BICA,PTB/DEM / PDT / PMDB / PTB / SD,6521,87.51%,São paulo,false
VALENTIM GENTIL,45,ADILSON SEGURA,PSDB/PSDB / PMDB / PSD / PSB / PRP / PDT / PR,5116,1%,São paulo,false
VALINHOS,15,ORESTES,PMDB/PMDB / DEM / PMN / PSDC / PSL / PV / PP / PRTB,22735,40.29%,São paulo,false
VALPARAÍSO,43,DR. RONI,PV/PRB / PT / DEM / PTB / PMDB / PV / SD / PSD,6699,53.7%,São paulo,false
VARGEM,45,PEDRO SILVA,PSDB/PSDB / DEM / PMDB / PR,2004,1%,São paulo,false
VARGEM GRANDE DO SUL,45,AMARILDO,PSDB/PSDB / PPS / DEM / PEN / PHS / PRB / PSB,19372,87.67%,São paulo,false
VARGEM GRANDE PAULISTA,22,JOSUÉ RAMOS,PR/PR / PSDB / PPS / PSL / PSD / PRP / REDE,10353,40.06%,São paulo,false
VÁRZEA PAULISTA,43,JUVENAL ROSSI,PV/PDT / PRB / PSL / PTN / PSC / PPS / PR / DEM / PTC / PV / PRP / PSDB / SD / PRTB,28803,53.11%,São paulo,false
VERA CRUZ,45,RENATA DEVITO,PSDB/PSDB / PP / PTB / PSL / PR / PPS / DEM / PHS / PSB / PROS,2799,43.04%,São paulo,false
VINHEDO,45,JAIME CRUZ,PSDB/PSDB / PRB / PV / DEM / PEN / PMN / PP / PPS / PROS / PSD / PSL,11638,29.46%,São paulo,false
VIRADOURO,14,CAL RIBEIRO,PTB/PDT / PTB / PT / PMDB / PPS / DEM / PSB / PEN / PSD,4206,1%,São paulo,false
VISTA ALEGRE DO ALTO,11,LUÍS FIORANI,PP/PP / PDT / PHS / PT,1833,41.47%,São paulo,false
VITÓRIA BRASIL,45,ANA LUCIA OLHIER MODULO,PSDB/PMDB / DEM / PSDB,736,50.58%,São paulo,false
VOTORANTIM,25,FERNANDO OLIVEIRA,DEM/DEM / PV / PPS / PMDB / PROS / PT do B / PSD / PEN / PTC / PRP,32468,79.68%,São paulo,false
VOTUPORANGA,77,DADO,SD/SD / DEM / PP / PDT / PTB / PTN / PSC / PR / PTC / PSB / PV / PSDB / PSD,31104,68.87%,São paulo,false
ZACARIAS,12,DRA. NÉIA,PDT/PDT / DEM / PV,1222,55.22%,São paulo,false
AFONSO CLÁUDIO,15,EDÉLIO GUEDES,PMDB/PRB / PDT / PTB / PMDB / REDE / PTN / PR / PRTB / PTC / PV / PSD / PROS,11454,63.09%,Espírito santo,false
ÁGUA DOCE DO NORTE,25,PAULO MARCIO,DEM/PEN / DEM / PV / PSDB / PC do B / SD / PRP,5071,60.72%,Espírito santo,false
ÁGUIA BRANCA,55,BRIZOLA,PSD/PSD / PPS / PSB / PTN / PHS / PROS / PR / PSC / PP / PMN / PV / PTC,3779,54.9%,Espírito santo,false
ALEGRE,45,ZÉ GUILHERME,PSDB/PP / PSDB / PHS / REDE / PC do B / PSC / PDT / PTC / PSL / PTB,8828,50.86%,Espírito santo,false
ALFREDO CHAVES,40,DR. FERNANDO,PSB/PSB / PROS / PMN / PSDB / PP / PSC / PR / PTN / PV,5019,51.96%,Espírito santo,false
ALTO RIO NOVO,15,BOREL,PMDB/PMDB / PPS / DEM / PSD / PSDB,2640,51.65%,Espírito santo,false
ANCHIETA,15,FABRICIO PETRI,PMDB/PMDB / PSB / PV / PMN / PR / PPL / PSD / PMB / PRTB / PTN / PDT / PT,12395,65.38%,Espírito santo,false
APIACÁ,11,FABRICIO DO POSTO,PP/PP / PPS / PEN / PMDB / PSDB / PV / PT / PTN / REDE,2278,45.57%,Espírito santo,false
ARACRUZ,77,JONES CAVAGLIERI,SD/SD / PPS / PRP / PRB / PTC / PSL / PSDC / PTN / PC do B / REDE / PMB,29323,58.6%,Espírito santo,false
ATÍLIO VIVÁCQUA,40,ALMIR BARROS,PSB/PSB / PDT / PR / PPS / PP / PT / PRP / PSD / PV,5277,72.66%,Espírito santo,false
BAIXO GUANDU,65,NETO BARROS,PC do B/PC do B / PDT / PT do B / PSB / PV / PPS / PTN / PTC / PSL / REDE / PMN / PSDC / PRTB / PRP / PMB / PP / DEM / PSC / PSD / PPL,9515,53.12%,Espírito santo,false
BARRA DE SÃO FRANCISCO,13,ALENCAR MARIM,PT/PT / PRB / PTC / PSB / PEN / PC do B / PT do B,15313,62.2%,Espírito santo,false
BOA ESPERANÇA,45,LAURO VIEIRA,PSDB/PSDB / PMDB / PSB / PT / PRP / PTB / PRB / PR / PP / PSC,5164,62.28%,Espírito santo,false
BOM JESUS DO NORTE,55,MARQUINHOS MESSIAS,PSD/PSD / PSDB / PP / PV / PTN,2502,43.79%,Espírito santo,false
BREJETUBA,43,JOAO LOURENÇO,PV/PRB / PP / REDE / PSC / PR / PPS / PMN / PSB / PV / PRP / PSDB / PROS,3233,44.34%,Espírito santo,false
CACHOEIRO DE ITAPEMIRIM,40,VICTOR COELHO,PSB/PSB / PP / PC do B / PPL,59377,58.93%,Espírito santo,false
CARIACICA,15,MARCELO SANTOS,PMDB/PMDB / DEM / PSC / PRP / PTB / PSL / PT do B / PRB,71590,41.89%,Espírito santo,true
CARIACICA,23,JUNINHO,PPS/PPS / PSDB / PMN / PR / PHS / PP / PDT / PRTB / PROS / PMB / PV / PEN / PSD / SD,59816,35%,Espírito santo,true
CASTELO,15,PIASSI,PMDB/PMDB / PSDB / DEM / PV / PSD / PP / PSC,10564,50.65%,Espírito santo,false
COLATINA,15,SERGIO MENEGUELLI,PMDB/PMDB,19689,30.24%,Espírito santo,false
CONCEIÇÃO DA BARRA,45,CHICÃO,PSDB/PSDB / PROS / SD / PRP / PR / PSD / PP / PV,7317,45.57%,Espírito santo,false
CONCEIÇÃO DO CASTELO,15,CHRISTIANO SPADETTO,PMDB/PMDB / PSDB / PV / PMN / PR / PEN / PP / DEM / PTN,4887,69.78%,Espírito santo,false
DIVINO DE SÃO LOURENÇO,15,ELEARDO,PMDB/PP / PDT / PTB / PMDB / PTN / DEM / PMN / PRP / PEN / SD / PROS,1723,51.65%,Espírito santo,false
DOMINGOS MARTINS,55,WANZETE KRUGER,PSD/PRB / PP / PSL / PR / PPS / DEM / PV / PSDB / PEN / PSD / SD,17212,82.81%,Espírito santo,false
DORES DO RIO PRETO,12,NINHO,PDT/PDT / PMN / PRP / PEN / PSB / PV,2407,50.05%,Espírito santo,false
ECOPORANGA,22,JOSÉ LUIZ MENDES,PR/PR / PV / PROS / PT do B / PHS / PPS,3273,44.5%,Espírito santo,false
FUNDÃO,33,ADRIANO RAMOS,PMN/PP / PMDB / REDE / PSC / PMN / PSB / PSDB,1866,77.69%,Espírito santo,false
GOVERNADOR LINDENBERG,45,GERALDO LOSS,PSDB/PMDB / PSDB / SD / PC do B / PT do B / PMN / DEM / PP / PV,4214,59.32%,Espírito santo,false
GUAÇUÍ,12,VERA COSTA,PDT/PDT / PEN / PP / SD / PSC / PPS / PMN / PHS / PROS / PSD / PSDB / PSL / PTN / PC do B,9394,61.77%,Espírito santo,false
GUARAPARI,55,EDSON MAGALHÃES,PSD/PSD / PTB / DEM / PRP / PR / PMN / PSC / PPL / PSDC,27926,44.86%,Espírito santo,false
IBATIBA,15,LUCIANO - PINGO,PMDB/PT / PTB / PMDB / REDE / PTN / PSC / PR / PMB / PC do B,6828,48.13%,Espírito santo,false
IBIRAÇU,33,DUDA,PMN/PSB / PRP / PR / PSC / PEN / PMN / PSDB / PMDB / PHS,4068,52.88%,Espírito santo,false
IBITIRAMA,15,REGINALDO,PMDB/DEM / PDT / PEN / PRB / PSDB / PMDB / PSB / PT / PTN / PHS / PMN / PRP / PSD,3219,59.8%,Espírito santo,false
ICONHA,12,JOAO PAGANINI,PDT/PDT / PV,4591,49.56%,Espírito santo,false
IRUPI,45,CARLOS HENRIQUE,PSDB/PSDB / PV / PRP / PTN / PR / PROS / PSC / PSL / PDT / PHS,4276,50.89%,Espírito santo,false
ITAGUAÇU,15,DARLY,PMDB/PRP / PPS / PTB / PMB / PMDB / PR / PSB / REDE / PHS / PSDB,4469,50.2%,Espírito santo,false
ITAPEMIRIM,90,DR. LUCIANO,PROS/PROS / PRP / PSL / PSB / PPL / PT / PDT / PMN / PTN / PRTB / PP / PPS / PRB / PSDB,15941,67.88%,Espírito santo,false
ITARANA,44,ADEMAR SCHNEIDER,PRP/PRP / PSB / PV / PDT / PT / PMN / PT do B,4667,60.58%,Espírito santo,false
IÚNA,43,CORONEL WELITON,PV/PV / PR / PTN / PRTB / PHS / SD / PSB / PRP / PROS,6969,44.9%,Espírito santo,false
JAGUARÉ,33,ROGERINHO,PMN/PMN / PEN / PRB / PSC / SD / DEM / PT do B / PP / PHS / PSB,7006,42.13%,Espírito santo,false
JERÔNIMO MONTEIRO,55,SERGIO FONSECA,PSD/PSD / PSDB / PRB / PSC / PRTB / PR / PDT / PEN / PRP,3271,42.83%,Espírito santo,false
JOÃO NEIVA,11,DR.OTÁVIO,PP/PP / PSB / DEM,4634,80.42%,Espírito santo,false
LARANJA DA TERRA,15,JOSA,PMDB/PMDB / PP / PHS / PMN / PRP,4056,53.1%,Espírito santo,false
LINHARES,15,GUERINO ZANON,PMDB/PMDB / PSDB / PSL / DEM / PRB / PR / PSDC / SD / PROS / PTN / PRP / PMN / PMB / PDT / PPL / PT do B / PSC / PEN,59147,73.57%,Espírito santo,false
MANTENÓPOLIS,15,HERMINIO HESPANHOL,PMDB/PRB / PDT / PMDB / PSB / PMN / PTC / PSC / PRP / REDE / DEM / PSDB,4740,55.9%,Espírito santo,false
MARATAÍZES,44,TININHO,PRP/PRP / PHS / PTC / PMDB / PPS / PT do B / PROS / REDE / PTB / PSC / PPL / PMB / PEN / PT,7842,36.73%,Espírito santo,false
MARECHAL FLORIANO,11,CACAU LORENZONI,PP/PTB / PP / PMN / PSC / PSDC / SD / PRB,5207,53.22%,Espírito santo,false
MARILÂNDIA,45,GEDER CAMATA,PSDB/PDT / PT / DEM / PSB / PSDB / SD,4052,48.44%,Espírito santo,false
MIMOSO DO SUL,15,GILÓ,PMDB/PRB / PP / PMDB / PPS / PRP / PPL,5995,38.3%,Espírito santo,false
MONTANHA,25,IRACY BALTAR,DEM/DEM / PSDB / PP / PRP / PSB / PPS / PTB / PSC / PT / PSD / PMB / PT do B,7167,64.98%,Espírito santo,false
MUCURICI,12,DR. OSVALDO,PDT/PDT / PP / PT / PSL / PR / DEM / PMN / PSB / PV / PSDB / SD,2208,51.87%,Espírito santo,false
MUNIZ FREIRE,90,DR. CARLINHO,PROS/PROS / PT / PSB / PPS,4708,43.03%,Espírito santo,false
MUQUI,40,FREI PAULÃO,PSB/PSB / PDT / REDE / PEN / PV / PT / PMN,3870,43.54%,Espírito santo,false
NOVA VENÉCIA,40,LUBIANA BARRIGUEIRA,PSB/PSB / PDT / PPS / SD / PTB / PV / PSC / PMB / PRB / PT do B / PR / REDE / PMN / PSL / PTN / PSDB,18674,68.1%,Espírito santo,false
PANCAS,12,DR. SIDICLEI,PDT/PDT / PSDB / PRB / PP / PTN / DEM / PHS / PV / PMN / PSD,6064,49.03%,Espírito santo,false
PEDRO CANÁRIO,45,BRUNO 5 ESTRELAS,PSDB/PSDB / PEN / PSDC / PTN / PHS / PDT / PC do B / PSD,4331,38.33%,Espírito santo,false
PINHEIROS,10,ARNOBIO PINHEIRO,PRB/PRB / PSDC / PSB / PC do B / PPS,7383,53.73%,Espírito santo,false
PIÚMA,12,PROFESSOR RICARDO,PDT/PDT / PEN / PRB / PP / PT / PSL / REDE / PSC / PR / PPS / PSDC / PRTB / PSDB / PSD / SD / PROS,6388,51.31%,Espírito santo,false
PONTO BELO,45,MURILO COELHO,PSDB/PSL / PT / PR / PPS / DEM / PHS / PV / PSDB / PC do B / PT do B / SD / PDT / PTB,2784,51.38%,Espírito santo,false
PRESIDENTE KENNEDY,45,AMANDA QUINTA RANGEL,PSDB/PSDB / PP / PSC / PV / PSD / PMN / PPS / PR / PRP / PDT,5643,53.52%,Espírito santo,false
RIO BANANAL,40,FELISMINO ARDIZZON,PSB/PT / PTB / PSC / PR / PPS / PTC / PSB / PEN,6584,56.72%,Espírito santo,false
